neighbourhood_group,price,room_type
Central Region,286,Entire home/apt
West Region,285,Entire home/apt
West Region,285,Entire home/apt
Central Region,285,Entire home/apt
Central Region,285,Entire home/apt
Central Region,285,Entire home/apt
Central Region,285,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Private room
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Private room
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
West Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
West Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
North Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Shared room
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
North-East Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Private room
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Private room
Central Region,281,Private room
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,281,Entire home/apt
Central Region,278,Entire home/apt
Central Region,278,Entire home/apt
North-East Region,278,Private room
Central Region,278,Entire home/apt
Central Region,278,Entire home/apt
Central Region,278,Entire home/apt
East Region,278,Private room
Central Region,278,Entire home/apt
Central Region,276,Entire home/apt
Central Region,276,Entire home/apt
Central Region,276,Entire home/apt
North Region,275,Entire home/apt
Central Region,275,Entire home/apt
Central Region,275,Entire home/apt
Central Region,275,Entire home/apt
Central Region,275,Entire home/apt
Central Region,275,Entire home/apt
Central Region,275,Entire home/apt
Central Region,275,Entire home/apt
Central Region,275,Entire home/apt
Central Region,275,Private room
Central Region,275,Entire home/apt
Central Region,275,Entire home/apt
Central Region,274,Entire home/apt
Central Region,274,Private room
Central Region,272,Entire home/apt
Central Region,272,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Private room
East Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Private room
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
North Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
Central Region,269,Entire home/apt
West Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
West Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
West Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
West Region,268,Entire home/apt
Central Region,268,Entire home/apt
Central Region,268,Entire home/apt
West Region,268,Entire home/apt
Central Region,265,Entire home/apt
Central Region,265,Entire home/apt
Central Region,265,Entire home/apt
Central Region,265,Entire home/apt
Central Region,264,Entire home/apt
Central Region,264,Entire home/apt
Central Region,262,Shared room
Central Region,261,Entire home/apt
Central Region,261,Entire home/apt
Central Region,260,Entire home/apt
West Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Private room
Central Region,260,Private room
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
East Region,260,Private room
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
West Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Private room
West Region,260,Entire home/apt
East Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Entire home/apt
Central Region,260,Private room
Central Region,260,Entire home/apt
West Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,258,Entire home/apt
Central Region,257,Entire home/apt
Central Region,256,Entire home/apt
Central Region,256,Entire home/apt
Central Region,256,Entire home/apt
Central Region,256,Entire home/apt
Central Region,256,Private room
West Region,256,Entire home/apt
Central Region,256,Entire home/apt
Central Region,256,Entire home/apt
Central Region,256,Private room
Central Region,256,Entire home/apt
Central Region,256,Entire home/apt
Central Region,256,Entire home/apt
Central Region,256,Private room
Central Region,256,Entire home/apt
Central Region,256,Entire home/apt
Central Region,256,Private room
West Region,256,Entire home/apt
Central Region,256,Entire home/apt
Central Region,254,Entire home/apt
Central Region,253,Private room
Central Region,253,Private room
Central Region,253,Entire home/apt
Central Region,251,Entire home/apt
Central Region,251,Entire home/apt
Central Region,251,Private room
East Region,250,Private room
East Region,250,Private room
East Region,250,Private room
West Region,250,Private room
East Region,250,Private room
East Region,250,Private room
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
North-East Region,250,Entire home/apt
East Region,250,Entire home/apt
Central Region,250,Private room
Central Region,250,Entire home/apt
West Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
East Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Private room
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
East Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Private room
Central Region,250,Entire home/apt
North-East Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
North-East Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
East Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
West Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
North-East Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
West Region,250,Entire home/apt
Central Region,250,Private room
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
Central Region,250,Entire home/apt
